timestamp,open,high,low,close,volume,test
2021-04-12 09:15:00+05:30,809.9,809.9,784.5,784.95,1386924,0
2021-04-12 09:20:00+05:30,784.0,785.0,770.0,770.35,1330412,0
2021-04-12 09:25:00+05:30,770.8,781.75,770.35,777.1,828104,0
2021-04-12 09:30:00+05:30,776.5,778.55,772.0,775.45,568793,0
2021-04-12 09:35:00+05:30,774.35,781.75,773.25,780.85,609077,0
2021-04-12 09:40:00+05:30,781.55,785.0,778.75,782.0,560245,0
2021-04-12 09:45:00+05:30,782.35,785.6,780.75,784.35,395172,0
2021-04-12 09:50:00+05:30,783.95,785.2,782.6,783.15,225266,0
2021-04-12 09:55:00+05:30,783.45,788.4,782.9,786.7,400976,0
2021-04-12 10:00:00+05:30,786.95,788.15,783.0,783.2,334350,0
2021-04-12 10:05:00+05:30,783.5,783.5,778.9,781.7,385189,0
2021-04-12 10:10:00+05:30,781.35,785.6,780.8,783.9,204350,0
2021-04-12 10:15:00+05:30,784.0,784.0,779.3,780.4,228590,0
2021-04-12 10:20:00+05:30,780.8,782.55,779.0,780.0,184036,0
2021-04-12 10:25:00+05:30,780.0,780.35,775.95,778.9,332808,0
2021-04-12 10:30:00+05:30,779.0,779.0,776.25,777.3,162725,0
2021-04-12 10:35:00+05:30,777.15,777.25,772.85,773.2,465812,0
2021-04-12 10:40:00+05:30,773.1,774.85,768.15,772.5,698225,0
2021-04-12 10:45:00+05:30,772.25,775.0,770.2,774.6,254557,0
2021-04-12 10:50:00+05:30,774.6,777.4,773.05,775.6,257759,0
2021-04-12 10:55:00+05:30,775.6,776.6,772.0,773.75,158979,0
2021-04-12 11:00:00+05:30,774.15,774.7,771.0,773.4,121030,0
2021-04-12 11:05:00+05:30,773.05,773.4,771.5,772.05,101005,0
2021-04-12 11:10:00+05:30,771.85,772.45,769.0,770.6,295577,0
2021-04-12 11:15:00+05:30,770.65,773.85,770.0,772.3,137329,0
2021-04-12 11:20:00+05:30,772.55,772.8,767.25,768.4,240819,0
2021-04-12 11:25:00+05:30,768.45,768.75,763.3,765.45,529512,0
2021-04-12 11:30:00+05:30,765.2,770.8,764.7,766.35,390188,0
2021-04-12 11:35:00+05:30,766.25,769.4,763.25,769.0,274351,0
2021-04-12 11:40:00+05:30,769.1,769.1,765.15,766.6,142684,0
2021-04-12 11:45:00+05:30,766.25,767.3,764.2,765.15,119574,0
2021-04-12 11:50:00+05:30,765.4,765.9,760.05,761.45,395556,0
2021-04-12 11:55:00+05:30,761.05,764.4,758.4,761.85,348389,0
2021-04-12 12:00:00+05:30,761.6,762.15,750.0,752.5,652784,0
2021-04-12 12:05:00+05:30,752.1,752.55,741.7,743.95,1118749,0
2021-04-12 12:10:00+05:30,743.75,749.0,741.25,745.4,523966,0
2021-04-12 12:15:00+05:30,745.4,754.7,744.35,744.8,677479,0
2021-04-12 12:20:00+05:30,745.35,752.0,744.45,751.15,336021,0
2021-04-12 12:25:00+05:30,751.4,751.75,742.7,748.0,514195,0
2021-04-12 12:30:00+05:30,748.5,750.8,745.7,748.5,289557,0
2021-04-12 12:35:00+05:30,748.65,754.7,747.85,753.3,405743,0
2021-04-12 12:40:00+05:30,753.4,758.55,751.7,757.85,467835,0
2021-04-12 12:45:00+05:30,757.6,760.0,750.55,754.6,474575,0
2021-04-12 12:50:00+05:30,754.3,755.7,751.3,752.45,196939,0
2021-04-12 12:55:00+05:30,752.05,752.25,749.0,749.9,209414,0
2021-04-12 13:00:00+05:30,749.5,754.5,749.0,753.0,195330,0
2021-04-12 13:05:00+05:30,752.85,754.15,750.25,751.0,128241,0
2021-04-12 13:10:00+05:30,751.0,753.85,750.15,752.1,148985,0
2021-04-12 13:15:00+05:30,752.1,756.0,751.4,754.9,241774,0
2021-04-12 13:20:00+05:30,755.0,757.0,753.0,753.25,284404,0
2021-04-12 13:25:00+05:30,753.3,754.0,750.5,752.8,328322,0
2021-04-12 13:30:00+05:30,752.7,756.45,752.6,755.15,302924,0
2021-04-12 13:35:00+05:30,755.0,755.8,752.15,754.0,219443,0
2021-04-12 13:40:00+05:30,754.0,754.5,751.7,752.95,176708,0
2021-04-12 13:45:00+05:30,752.95,754.35,751.6,753.7,116931,0
2021-04-12 13:50:00+05:30,753.8,755.4,753.4,753.6,147868,0
2021-04-12 13:55:00+05:30,753.6,755.25,753.4,754.0,105830,0
2021-04-12 14:00:00+05:30,754.1,758.7,753.4,757.9,230472,0
2021-04-12 14:05:00+05:30,758.5,758.7,755.45,757.9,205528,0
2021-04-12 14:10:00+05:30,757.5,758.95,755.0,755.55,238301,0
2021-04-12 14:15:00+05:30,755.2,759.0,755.15,757.8,190721,0
2021-04-12 14:20:00+05:30,757.5,757.8,755.35,757.0,137493,0
2021-04-12 14:25:00+05:30,756.85,758.0,754.0,756.4,161231,0
2021-04-12 14:30:00+05:30,756.7,757.5,748.15,749.85,436156,0
2021-04-12 14:35:00+05:30,749.3,751.25,746.35,747.35,327883,0
2021-04-12 14:40:00+05:30,747.65,749.8,746.65,748.25,242736,0
2021-04-12 14:45:00+05:30,748.4,749.45,745.0,745.0,230385,0
2021-04-12 14:50:00+05:30,745.0,747.45,742.0,742.25,393337,0
2021-04-12 14:55:00+05:30,742.3,744.0,735.0,737.0,857006,0
2021-04-12 15:00:00+05:30,736.85,743.95,736.85,742.7,501189,0
2021-04-12 15:05:00+05:30,742.6,745.0,740.15,741.5,291971,0
2021-04-12 15:10:00+05:30,741.15,743.0,738.0,740.15,600286,0
2021-04-12 15:15:00+05:30,740.1,749.75,740.1,748.9,834798,0
2021-04-12 15:20:00+05:30,748.9,753.4,746.75,751.7,640633,0
2021-04-12 15:25:00+05:30,751.6,752.5,749.3,750.0,201049,0
2021-04-13 09:15:00+05:30,750.0,755.75,712.65,713.0,2936237,0
2021-04-13 09:20:00+05:30,712.7,723.6,704.0,721.15,2238402,0
2021-04-13 09:25:00+05:30,721.0,729.25,718.65,729.25,1210243,0
2021-04-13 09:30:00+05:30,729.55,734.0,725.45,732.5,1438521,0
2021-04-13 09:35:00+05:30,732.25,744.0,732.1,741.6,1435509,0
2021-04-13 09:40:00+05:30,742.5,742.7,733.7,739.5,901281,0
2021-04-13 09:45:00+05:30,739.35,743.0,736.2,743.0,635293,0
2021-04-13 09:50:00+05:30,742.4,751.05,740.95,748.4,1463237,0
2021-04-13 09:55:00+05:30,748.3,749.1,740.3,743.05,835427,0
2021-04-13 10:00:00+05:30,743.55,746.05,737.15,740.4,662688,0
2021-04-13 10:05:00+05:30,740.4,746.0,738.1,745.9,659076,0
2021-04-13 10:10:00+05:30,746.0,748.0,742.9,743.2,510112,0
2021-04-13 10:15:00+05:30,742.9,743.35,737.0,737.0,491288,0
2021-04-13 10:20:00+05:30,737.0,739.55,732.35,739.55,869130,0
2021-04-13 10:25:00+05:30,739.45,739.95,733.25,734.0,323304,0
2021-04-13 10:30:00+05:30,733.65,733.95,729.35,731.15,830133,0
2021-04-13 10:35:00+05:30,731.15,736.0,730.8,732.8,390914,0
2021-04-13 10:40:00+05:30,732.8,732.8,724.3,725.9,774304,0
2021-04-13 10:45:00+05:30,725.4,729.55,723.0,726.9,623575,0
2021-04-13 10:50:00+05:30,727.05,727.5,720.55,721.25,601535,0
2021-04-13 10:55:00+05:30,721.0,724.55,718.55,723.4,657750,0
2021-04-13 11:00:00+05:30,723.1,728.5,722.1,724.0,528540,0
2021-04-13 11:05:00+05:30,724.3,724.3,719.15,721.3,335753,0
2021-04-13 11:10:00+05:30,721.3,723.5,716.8,717.3,455267,0
2021-04-13 11:15:00+05:30,718.0,720.0,715.0,718.45,637949,0
2021-04-13 11:20:00+05:30,718.05,718.3,715.0,715.7,327983,0
2021-04-13 11:25:00+05:30,715.7,715.7,711.0,712.15,780750,0
2021-04-13 11:30:00+05:30,712.4,713.0,704.0,706.9,1109657,0
2021-04-13 11:35:00+05:30,706.9,713.6,705.6,709.5,1042501,0
2021-04-13 11:40:00+05:30,709.55,710.85,706.55,710.0,575776,0
2021-04-13 11:45:00+05:30,710.3,717.8,710.1,713.85,1009701,0
2021-04-13 11:50:00+05:30,713.8,716.75,710.0,715.95,610364,0
2021-04-13 11:55:00+05:30,715.95,718.6,712.0,712.55,601294,0
2021-04-13 12:00:00+05:30,712.65,714.6,710.1,712.25,372862,0
2021-04-13 12:05:00+05:30,712.2,713.6,707.45,709.35,464047,0
2021-04-13 12:10:00+05:30,709.25,711.45,707.3,710.3,302148,0
2021-04-13 12:15:00+05:30,710.3,712.4,708.4,710.25,237064,0
2021-04-13 12:20:00+05:30,710.0,711.45,709.45,711.3,188971,0
2021-04-13 12:25:00+05:30,711.45,714.0,711.3,712.55,438311,0
2021-04-13 12:30:00+05:30,712.75,717.3,712.35,715.4,576735,0
2021-04-13 12:35:00+05:30,715.4,716.95,712.6,714.35,354306,0
2021-04-13 12:40:00+05:30,714.25,719.7,713.2,717.95,594951,0
2021-04-13 12:45:00+05:30,717.95,720.0,717.0,718.7,647704,0
2021-04-13 12:50:00+05:30,718.7,719.2,715.6,717.85,429177,0
2021-04-13 12:55:00+05:30,717.8,718.5,715.0,717.0,327228,0
2021-04-13 13:00:00+05:30,717.0,717.1,711.45,711.6,406206,0
2021-04-13 13:05:00+05:30,711.6,713.55,710.1,712.2,361647,0
2021-04-13 13:10:00+05:30,712.2,712.85,709.0,709.55,342069,0
2021-04-13 13:15:00+05:30,709.6,712.45,709.0,709.0,416703,0
2021-04-13 13:20:00+05:30,709.0,711.3,708.5,708.65,239866,0
2021-04-13 13:25:00+05:30,708.5,709.9,702.0,702.45,957297,0
2021-04-13 13:30:00+05:30,702.45,709.4,702.1,709.05,676980,0
2021-04-13 13:35:00+05:30,709.1,711.0,707.7,708.25,415814,0
2021-04-13 13:40:00+05:30,708.4,712.5,708.1,709.3,365186,0
2021-04-13 13:45:00+05:30,709.0,714.0,708.95,713.3,394367,0
2021-04-13 13:50:00+05:30,713.35,715.15,711.6,713.8,512112,0
2021-04-13 13:55:00+05:30,714.5,717.3,713.95,715.4,604908,0
2021-04-13 14:00:00+05:30,715.05,716.0,709.0,711.2,557037,0
2021-04-13 14:05:00+05:30,711.3,714.45,710.0,713.45,355111,0
2021-04-13 14:10:00+05:30,712.95,724.0,712.95,721.25,1480631,0
2021-04-13 14:15:00+05:30,721.25,723.5,719.0,720.85,992623,0
2021-04-13 14:20:00+05:30,720.8,728.45,720.0,725.95,1053908,0
2021-04-13 14:25:00+05:30,726.35,729.5,725.1,727.35,746600,0
2021-04-13 14:30:00+05:30,727.5,733.75,727.45,732.45,1192941,0
2021-04-13 14:35:00+05:30,732.6,732.85,724.0,724.5,920977,0
2021-04-13 14:40:00+05:30,724.3,725.6,722.1,723.85,551777,0
2021-04-13 14:45:00+05:30,723.85,727.7,722.0,726.9,488814,0
2021-04-13 14:50:00+05:30,726.55,728.2,724.4,727.15,620325,0
2021-04-13 14:55:00+05:30,727.05,731.85,726.25,729.75,701168,0
2021-04-13 15:00:00+05:30,730.0,731.45,726.7,728.25,588757,0
2021-04-13 15:05:00+05:30,728.6,730.0,727.1,730.0,526373,0
2021-04-13 15:10:00+05:30,729.95,732.0,729.0,732.0,736472,0
2021-04-13 15:15:00+05:30,732.0,732.5,731.0,731.75,808949,0
2021-04-13 15:20:00+05:30,731.75,734.9,731.5,733.3,800394,0
2021-04-13 15:25:00+05:30,733.25,733.35,731.0,733.1,499033,0
2021-04-15 09:15:00+05:30,735.9,748.9,726.35,744.65,1693915,0
2021-04-15 09:20:00+05:30,744.65,751.0,743.8,749.15,991917,0
2021-04-15 09:25:00+05:30,749.45,749.45,743.55,748.25,604374,0
2021-04-15 09:30:00+05:30,748.4,750.0,743.0,743.3,590364,0
2021-04-15 09:35:00+05:30,742.9,743.35,736.35,736.6,981108,0
2021-04-15 09:40:00+05:30,736.6,743.8,735.0,741.5,620635,0
2021-04-15 09:45:00+05:30,741.2,742.8,737.5,739.4,389541,0
2021-04-15 09:50:00+05:30,739.05,741.9,738.3,740.15,255466,0
2021-04-15 09:55:00+05:30,739.95,744.5,739.6,742.5,386474,0
2021-04-15 10:00:00+05:30,742.45,744.5,740.0,740.8,335796,0
2021-04-15 10:05:00+05:30,740.35,740.45,737.0,737.25,428336,0
2021-04-15 10:10:00+05:30,737.0,738.45,735.05,736.45,419283,0
2021-04-15 10:15:00+05:30,736.45,738.0,733.5,733.8,443867,0
2021-04-15 10:20:00+05:30,734.15,734.55,731.3,731.6,429598,0
2021-04-15 10:25:00+05:30,731.5,735.0,729.0,729.95,430689,0
2021-04-15 10:30:00+05:30,729.65,730.4,725.0,728.2,651730,0
2021-04-15 10:35:00+05:30,728.55,734.5,728.4,733.0,422802,0
2021-04-15 10:40:00+05:30,733.05,734.35,730.35,734.35,265807,0
2021-04-15 10:45:00+05:30,734.35,737.0,733.5,733.85,348447,0
2021-04-15 10:50:00+05:30,733.3,733.65,730.3,732.05,298509,0
2021-04-15 10:55:00+05:30,732.05,734.8,732.0,732.85,108643,0
2021-04-15 11:00:00+05:30,732.75,732.9,728.7,731.3,317220,0
2021-04-15 11:05:00+05:30,731.2,732.0,728.7,729.7,167939,0
2021-04-15 11:10:00+05:30,729.65,730.8,727.15,729.35,240769,0
2021-04-15 11:15:00+05:30,729.35,731.95,728.0,731.7,165855,0
2021-04-15 11:20:00+05:30,731.55,732.55,729.0,730.45,171326,0
2021-04-15 11:25:00+05:30,730.65,731.35,728.5,730.45,122433,0
2021-04-15 11:30:00+05:30,730.1,732.6,728.0,731.75,198874,0
2021-04-15 11:35:00+05:30,731.75,734.0,731.0,733.55,254164,0
2021-04-15 11:40:00+05:30,733.85,735.05,732.2,733.7,200353,0
2021-04-15 11:45:00+05:30,733.75,736.7,732.8,735.3,284375,0
2021-04-15 11:50:00+05:30,735.2,736.95,733.3,734.7,246655,0
2021-04-15 11:55:00+05:30,734.7,735.25,732.5,732.6,152785,0
2021-04-15 12:00:00+05:30,732.5,733.7,731.55,732.0,184537,0
2021-04-15 12:05:00+05:30,732.0,735.75,730.5,735.3,205554,0
2021-04-15 12:10:00+05:30,735.3,736.4,734.15,735.0,202344,0
2021-04-15 12:15:00+05:30,734.65,737.5,734.65,735.45,266813,0
2021-04-15 12:20:00+05:30,735.45,735.45,733.0,734.8,190451,0
2021-04-15 12:25:00+05:30,735.0,735.8,733.1,733.75,108343,0
2021-04-15 12:30:00+05:30,733.7,734.95,733.0,734.75,94053,0
2021-04-15 12:35:00+05:30,734.75,736.6,734.3,735.8,138173,0
2021-04-15 12:40:00+05:30,735.7,736.6,735.0,736.6,89505,0
2021-04-15 12:45:00+05:30,736.8,737.55,736.0,736.85,163780,0
2021-04-15 12:50:00+05:30,736.7,737.0,735.0,736.3,95564,0
2021-04-15 12:55:00+05:30,736.3,737.4,735.5,736.5,109827,0
2021-04-15 13:00:00+05:30,736.4,739.95,735.15,738.4,374988,0
2021-04-15 13:05:00+05:30,738.4,739.0,734.75,735.0,264291,0
2021-04-15 13:10:00+05:30,735.1,736.5,735.1,736.0,100606,0
2021-04-15 13:15:00+05:30,736.0,736.9,733.75,734.8,158376,0
2021-04-15 13:20:00+05:30,734.8,736.5,733.15,733.5,153585,0
2021-04-15 13:25:00+05:30,733.15,736.2,732.2,735.3,192075,0
2021-04-15 13:30:00+05:30,735.3,736.2,734.3,735.8,74176,0
2021-04-15 13:35:00+05:30,735.95,737.5,735.05,737.45,131817,0
2021-04-15 13:40:00+05:30,737.2,740.0,737.2,738.5,378511,0
2021-04-15 13:45:00+05:30,739.0,741.8,738.75,740.5,432322,0
2021-04-15 13:50:00+05:30,740.6,744.9,740.35,744.8,535925,0
2021-04-15 13:55:00+05:30,744.7,745.05,739.4,740.85,451053,0
2021-04-15 14:00:00+05:30,740.5,742.5,740.35,742.2,150246,0
2021-04-15 14:05:00+05:30,742.15,744.4,741.0,743.5,262673,0
2021-04-15 14:10:00+05:30,743.2,743.95,741.2,742.2,179597,0
2021-04-15 14:15:00+05:30,742.55,743.65,741.0,742.2,172988,0
2021-04-15 14:20:00+05:30,742.25,743.0,737.75,739.05,330344,0
2021-04-15 14:25:00+05:30,739.0,743.45,737.5,743.0,388651,0
2021-04-15 14:30:00+05:30,742.8,747.0,742.75,746.45,709778,0
2021-04-15 14:35:00+05:30,746.6,746.7,743.4,745.1,415921,0
2021-04-15 14:40:00+05:30,745.25,751.4,744.85,751.25,787003,0
2021-04-15 14:45:00+05:30,751.25,754.4,749.1,750.45,892415,0
2021-04-15 14:50:00+05:30,750.6,750.65,746.1,748.45,444286,0
2021-04-15 14:55:00+05:30,748.45,751.85,748.05,751.35,286656,0
2021-04-15 15:00:00+05:30,751.2,753.0,749.65,751.9,403159,0
2021-04-15 15:05:00+05:30,751.95,752.5,749.8,751.75,359492,0
2021-04-15 15:10:00+05:30,751.65,751.65,750.3,750.9,263363,0
2021-04-15 15:15:00+05:30,750.7,751.0,748.65,750.1,572292,0
2021-04-15 15:20:00+05:30,750.1,751.4,748.9,749.9,472984,0
2021-04-15 15:25:00+05:30,749.9,749.9,747.0,747.0,213101,0
2021-04-16 09:15:00+05:30,750.9,755.6,745.1,749.4,1097385,0
2021-04-16 09:20:00+05:30,749.7,750.5,743.0,747.0,529936,0
2021-04-16 09:25:00+05:30,747.0,752.3,745.3,752.2,408399,0
2021-04-16 09:30:00+05:30,752.0,754.9,751.25,752.45,565656,0
2021-04-16 09:35:00+05:30,752.65,752.85,748.0,751.95,379336,0
2021-04-16 09:40:00+05:30,751.95,751.95,748.45,750.7,223690,0
2021-04-16 09:45:00+05:30,750.7,758.8,750.35,758.8,841362,0
2021-04-16 09:50:00+05:30,758.85,766.4,758.5,764.0,1501807,0
2021-04-16 09:55:00+05:30,764.2,771.6,764.05,771.2,1261070,0
2021-04-16 10:00:00+05:30,770.7,774.95,765.4,765.7,1333414,0
2021-04-16 10:05:00+05:30,766.0,774.3,765.65,772.95,887373,0
2021-04-16 10:10:00+05:30,772.95,781.3,770.35,781.1,1783552,0
2021-04-16 10:15:00+05:30,780.8,782.4,779.35,781.55,693623,0
